2024-07-22 11:06:02.745024
Bus (ID);Bus (numéro);Etat;Ligne (ID);Ligne (nom court);Code du sens;Destination;Coordonnées;Avance / Retard
1107567296;1107567296;En ligne;0013;13;1;Chantepie;48.086267, -1.626719;377
1389580548;1389580548;Hors-service;;;;;48.110319, -1.641787;
-1446130732;-1446130732;Hors-service;;;;;48.110636, -1.643794;
1472381300;1472381300;En ligne;0004;C4;1;ZA Saint-Sulpice;48.114031, -1.63611;284
2119208556;2119208556;Hors-service;;;;;48.11112, -1.643634;
195532286;195532286;Hors-service;;;;;48.110474, -1.643793;
-998515976;-998515976;Hors-service;;;;;48.110073, -1.642991;
-1810944736;-1810944736;Hors-service;;;;;48.110555, -1.643787;
377939288;377939288;Inconnu;0004;C4;1;ZA Saint-Sulpice;48.135196, -1.693234;
79120538;79120538;Hors-service;;;;;48.110236, -1.642507;
-898909726;-898909726;En ligne;0005;C5;0;Lycée Bréquigny;48.11405, -1.656882;56
742753292;742753292;En ligne;0005;C5;1;Saint-Laurent;48.109814, -1.678246;162
443934542;443934542;Hors-service;;;;;48.064, -1.701156;
-716502724;-716502724;En ligne;0001;C1;0;Chantepie;48.085678, -1.604268;0
925160294;925160294;Hors-service;;;;;48.110319, -1.643389;
1355969552;1355969552;Hors-service;;;;;48.064715, -1.70243;
13125284;13125284;Hors-service;;;;;48.109995, -1.643145;
1289974298;1289974298;Hors-service;;;;;48.110313, -1.643308;
1720783556;1720783556;Hors-service;;;;;48.064794, -1.70315;
1654788302;1654788302;Hors-service;;;;;48.111195, -1.644031;
2019602306;2019602306;En ligne;0001;C1;0;Chantepie;48.108623, -1.677804;-49
-1662148730;-1662148730;Hors-service;;;;;48.11064, -1.641869;
1837195304;1837195304;En ligne;0003;C3;0;Henri Fréville;48.092991, -1.681923;354
-2092957988;-2092957988;Hors-service;;;;;48.110078, -1.643314;
-1114927724;-1114927724;En ligne;0014;14;1;Beaulieu Chimie;48.118586, -1.708061;51
-1728143984;-1728143984;En ligne;0002;C2;1;Saint-Grégoire;48.092573, -1.646969;1
-1910550986;-1910550986;En ligne;0004;C4;1;ZA Saint-Sulpice;48.109768, -1.678928;104
161921290;161921290;Hors-service;;;;;48.11, -1.641638;
-1363329980;-1363329980;Hors-service;;;;;48.110241, -1.643315;
-1545736982;-1545736982;Hors-service;;;;;48.110076, -1.643152;
344328292;344328292;Hors-service;;;;;48.052953, -1.717465;
-816108974;-816108974;En ligne;0002;C2;1;Saint-Grégoire;48.129948, -1.684218;200
-1180922978;-1180922978;Hors-service;;;;;48.111197, -1.644193;
526735294;526735294;Hors-service;;;;;48.109999, -1.64075;
-633701972;-633701972;En ligne;0004;C4;1;ZA Saint-Sulpice;48.114982, -1.702382;54
-451294970;-451294970;En ligne;0004;C4;0;Grand Quartier;48.130592, -1.631694;19
891549298;891549298;Hors-service;;;;;48.110073, -1.641389;
1538376554;1538376554;Hors-service;;;;;48.064398, -1.703155;
626341544;626341544;Hors-service;;;;;48.064794, -1.70315;
1073956300;1073956300;Hors-service;;;;;48.110077, -1.642668;
1903190558;1903190558;Hors-service;;;;;48.064801, -1.702989;
1173562550;1173562550;Hors-service;;;;;48.064873, -1.702753;
1438770304;1438770304;En ligne;0014;14;1;Beaulieu Chimie;48.122065, -1.651584;-168
-1844555732;-1844555732;Hors-service;;;;;48.063676, -1.700912;
2085597560;2085597560;Hors-service;;;;;48.064801, -1.702989;
1322358556;1322358556;Hors-service;;;;;48.064237, -1.701069;
-932520722;-932520722;Hors-service;;;;;48.11, -1.641867;
-2026962734;-2026962734;Hors-service;;;;;48.064712, -1.70251;
1504765558;1504765558;Hors-service;;;;;48.064798, -1.702827;
-567706718;-567706718;Hors-service;;;;;48.110557, -1.641229;
-1479741728;-1479741728;Hors-service;;;;;48.110312, -1.641948;
2051986564;2051986564;Hors-service;;;;;48.064154, -1.700914;
-202892714;-202892714;Hors-service;;;;;48.11, -1.641638;
-1297334726;-1297334726;Hors-service;;;;;48.109994, -1.642028;
-2060573730;-2060573730;Hors-service;;;;;48.064153, -1.701385;
709142296;709142296;Hors-service;;;;;48.110237, -1.642036;
-385299716;-385299716;Hors-service;;;;;48.109994, -1.641786;
-1695759726;-1695759726;En ligne;0007;C7;0;Bruz;48.040641, -1.755015;-115
1256363302;1256363302;En ligne;0003;C3;1;Patton;48.132328, -1.666964;-57
-20485712;-20485712;En ligne;0006;C6;0;Aéroport;48.114054, -1.630714;156
-601317714;-601317714;En ligne;0005;C5;0;Lycée Bréquigny;48.135583, -1.659427;27
1139951554;1139951554;Hors-service;;;;;48.064234, -1.701392;
957544552;957544552;Hors-service;;;;;48.063677, -1.700428;
-418910712;-418910712;En ligne;0005;C5;0;Lycée Bréquigny;48.109846, -1.679918;221
-1878166728;-1878166728;Hors-service;;;;;48.064476, -1.703229;
1687172560;1687172560;Hors-service;;;;;48.064954, -1.702989;
310717296;310717296;Hors-service;;;;;48.064079, -1.700746;
-1330945722;-1330945722;En ligne;0002;C2;1;Saint-Grégoire;48.155374, -1.67113;303
1869579562;1869579562;Hors-service;;;;;48.064713, -1.703156;
675531300;675531300;Hors-service;;;;;48.063995, -1.70059;
-783724716;-783724716;Hors-service;;;;;48.110638, -1.642825;
-1513352724;-1513352724;En ligne;0004;C4;0;Grand Quartier;48.130851, -1.691892;-104
1222752306;1222752306;Hors-service;;;;;48.064716, -1.703075;
-236503710;-236503710;En ligne;0001;C1;0;Chantepie;48.094084, -1.63837;-61
-1148538720;-1148538720;En ligne;0007;C7;0;Bruz;48.092158, -1.702598;0
1587566310;1587566310;Hors-service;;;;;48.063916, -1.700987;
1040345304;1040345304;Hors-service;;;;;48.064876, -1.702915;
-966131718;-966131718;Hors-service;;;;;48.110074, -1.642506;
1952380314;1952380314;Hors-service;;;;;48.064478, -1.702274;
-1430551972;-1430551972;Hors-service;;;;;48.06472, -1.701865;
-54096708;-54096708;En ligne;0006;C6;1;Cesson-Sévigné;48.067998, -1.726918;0
2134787316;2134787316;Hors-service;;;;;48.064312, -1.702596;
-1248144970;-1248144970;Hors-service;;;;;48.063837, -1.700267;
493124298;493124298;En ligne;0003;C3;1;Patton;48.109725, -1.678198;-139
-1977772978;-1977772978;Hors-service;;;;;48.063996, -1.701236;
-1065737968;-1065737968;Hors-service;;;;;48.06384, -1.700187;
857938302;857938302;Hors-service;;;;;48.063914, -1.700825;
-1795365976;-1795365976;Hors-service;;;;;48.111273, -1.644106;
-700923964;-700923964;Hors-service;;;;;48.064394, -1.700989;
1405159308;1405159308;Hors-service;;;;;48.063914, -1.700355;
-518516962;-518516962;Hors-service;;;;;48.064394, -1.700989;
-153702958;-153702958;Hors-service;;;;;48.064313, -1.700753;
1769973312;1769973312;Hors-service;;;;;48.063919, -1.700907;
211111046;211111046;Hors-service;;;;;48.064639, -1.702746;
758332052;758332052;Hors-service;;;;;48.064713, -1.702026;
-1612958974;-1612958974;Hors-service;;;;;48.110315, -1.64211;
393518048;393518048;Hors-service;;;;;48.064555, -1.70259;
1487960060;1487960060;Hors-service;;;;;48.064077, -1.700356;
-883330966;-883330966;Hors-service;;;;;48.063758, -1.700435;
940739054;940739054;En ligne;0001;C1;0;Chantepie;48.132639, -1.619956;0
-1894972226;-1894972226;Hors-service;;;;;48.064801, -1.702989;
-336109960;-336109960;Hors-service;;;;;48.064716, -1.703075;
1123146056;1123146056;Hors-service;;;;;48.064152, -1.700268;
-1347751220;-1347751220;Hors-service;;;;;48.109592, -1.643069;
28704044;28704044;Hors-service;;;;;48.064316, -1.700673;
1305553058;1305553058;En ligne;0005;C5;0;Lycée Bréquigny;48.086663, -1.69483;276
-618123212;-618123212;Hors-service;;;;;48.109995, -1.641072;
575925050;575925050;Hors-service;;;;;48.111752, -1.680275;
1670367062;1670367062;Hors-service;;;;;48.064797, -1.701953;
2018375568;2018375568;Hors-service;;;;;48.147434, -1.706432;
2035181066;2035181066;Hors-service;;;;;48.064793, -1.702275;
1852774064;1852774064;En ligne;0001;C1;1;Cesson-Viasilva;48.104764, -1.656453;59
-1911777724;-1911777724;Hors-service;;;;;48.146952, -1.705877;
-2077379228;-2077379228;En ligne;0004;C4;0;Grand Quartier;48.108255, -1.694757;47
-1712565224;-1712565224;En ligne;0001;C1;0;Chantepie;48.123987, -1.644672;20
-87707704;-87707704;Hors-service;;;;;48.146959, -1.705474;
1471154562;1471154562;Hors-service;;;;;48.110797, -1.642677;
-1530158222;-1530158222;En ligne;0005;C5;1;Saint-Laurent;48.124562, -1.651575;176
-469327206;-469327206;Hors-service;;;;;48.09944, -1.632838;
-2094184726;-2094184726;Hors-service;;;;;48.146955, -1.705796;
-1165344218;-1165344218;En ligne;0003;C3;0;Henri Fréville;48.132635, -1.66831;-56
625114806;625114806;Hors-service;;;;;48.097273, -1.624669;
-1729370722;-1729370722;Hors-service;;;;;48.146958, -1.705716;
-982937216;-982937216;En ligne;0003;C3;1;Patton;48.08413, -1.679887;-29
989928810;989928810;Hors-service;;;;;48.146872, -1.705156;
-452521708;-452521708;En ligne;0081;81;0;Clayes-Romillé;48.180954, -1.853313;18
-800530214;-800530214;Hors-service;;;;;48.109912, -1.640675;
-75809158;-75809158;Hors-service;;;;;48.096072, -1.625869;
-270114706;-270114706;Hors-service;;;;;48.146953, -1.705392;
-1546963720;-1546963720;En ligne;0052;52;1;Montgermont | La Chapelle;48.153366, -1.810034;66
1018632854;1018632854;Hors-service;;;;;48.146553, -1.705707;
94699298;94699298;Hors-service;;;;;48.146959, -1.705474;
-1364556718;-1364556718;Hors-service;;;;;48.146953, -1.705392;
2113074866;2113074866;Hors-service;;;;;48.146552, -1.705949;
277106300;277106300;Hors-service;;;;;48.146956, -1.705554;
-1182149716;-1182149716;En ligne;0078;78;1;Betton;48.124764, -1.700103;122
-722636414;-722636414;En ligne;0065;65;1;Rennes;48.120534, -1.711668;-52
-1746176220;-1746176220;Hors-service;;;;;48.052796, -1.717317;
-999742714;-999742714;Hors-service;;;;;48.147353, -1.706425;
6991594;6991594;En ligne;0051;51;1;Betton;48.166488, -1.645112;62
-1016548212;-1016548212;Hors-service;;;;;48.052875, -1.717391;
-1381362216;-1381362216;Hors-service;;;;;48.052875, -1.717391;
736619602;736619602;Hors-service;;;;;48.097357, -1.624353;
-651734208;-651734208;Hors-service;;;;;48.146872, -1.705156;
-834141210;-834141210;Hors-service;;;;;48.099353, -1.63275;
1283840608;1283840608;Hors-service;;;;;48.096477, -1.626106;
-104513202;-104513202;Hors-service;;;;;48.099434, -1.632986;
-286920204;-286920204;Hors-service;;;;;48.099518, -1.632912;
2013468616;2013468616;Hors-service;;;;;48.097038, -1.624675;
77893800;77893800;Hors-service;;;;;48.0792, -1.735076;
442707804;442707804;Hors-service;;;;;48.08008, -1.735155;
-1916684676;-1916684676;En ligne;0004;C4;0;Grand Quartier;48.112116, -1.644678;155
260300802;260300802;Hors-service;;;;;48.079116, -1.734908;
1537149816;1537149816;En ligne;0054;54;0;Le Rheu / Cintré;48.106317, -1.677546;0
-1734277674;-1734277674;En ligne;0054;54;1;Rennes;48.104722, -1.748912;265
807521808;807521808;Hors-service;;;;;48.146875, -1.705318;
1901963820;1901963820;Hors-service;;;;;48.096475, -1.625716;
-1551870672;-1551870672;Hors-service;;;;;48.09696, -1.62483;
1354742814;1354742814;Hors-service;;;;;48.096718, -1.625952;
106597844;106597844;Hors-service;;;;;48.096235, -1.625385;
-1369463670;-1369463670;Hors-service;;;;;48.096238, -1.625547;
1719556818;1719556818;Hors-service;;;;;48.096633, -1.624438;
471411848;471411848;Hors-service;;;;;48.147035, -1.706275;
-1187056668;-1187056668;Hors-service;;;;;48.11568, -1.578508;
2084370822;2084370822;Hors-service;;;;;48.099599, -1.632906;
653818850;653818850;Hors-service;;;;;48.147595, -1.705557;
-822242664;-822242664;En ligne;0011;11;0;Roazhon Park;48.087358, -1.642515;0
289004846;289004846;En ligne;0055;55;0;Mordelles Le Verger;48.109952, -1.705771;104
1201039856;1201039856;Inconnu;;;;;48.147353, -1.705078;
-639835662;-639835662;Hors-service;;;;;48.096873, -1.624755;
836225852;836225852;Hors-service;;;;;48.09712, -1.626028;
1748260862;1748260862;Hors-service;;;;;48.096795, -1.626268;
-457428660;-457428660;Hors-service;;;;;48.096717, -1.624593;
1383446858;1383446858;Hors-service;;;;;48.097039, -1.626276;
-1999485428;-1999485428;Hors-service;;;;;48.146552, -1.705949;
89792346;89792346;Hors-service;;;;;48.146638, -1.705391;
1565853860;1565853860;Hors-service;;;;;48.09648, -1.624666;
-1452264422;-1452264422;Hors-service;;;;;48.096393, -1.626193;
1184234358;1184234358;Hors-service;;;;;48.146636, -1.704987;
1930667864;1930667864;Hors-service;;;;;48.147355, -1.705711;
-1269857420;-1269857420;En ligne;0078;78;0;Rennes;48.180114, -1.627753;0
-1651476922;-1651476922;Hors-service;;;;;48.147356, -1.706358;
-1817078426;-1817078426;En ligne;0071;71;0;Rennes;48.217821, -1.581459;-547
-1087450418;-1087450418;Hors-service;;;;;48.146635, -1.706347;
-1286662918;-1286662918;Hors-service;;;;;48.146712, -1.706906;
-1634671424;-1634671424;Hors-service;;;;;48.09712, -1.62627;
-357822410;-357822410;Hors-service;;;;;48.096719, -1.625226;
-374627908;-374627908;Hors-service;;;;;48.146798, -1.706106;
-540229412;-540229412;Hors-service;;;;;48.146557, -1.706515;
-175415408;-175415408;Hors-service;;;;;48.097034, -1.624109;
-9813904;-9813904;En ligne;0002;C2;0;Haut Sancé;48.108913, -1.692958;47
554212600;554212600;Hors-service;;;;;48.1472, -1.705306;
1648654612;1648654612;Hors-service;;;;;48.096795, -1.626268;
537407102;537407102;En ligne;0052;52;0;Saint-Gilles;48.121271, -1.706308;204
919026604;919026604;Hors-service;;;;;48.097118, -1.624265;
-1004649666;-1004649666;Hors-service;;;;;48.096393, -1.625951;
719814104;719814104;Hors-service;;;;;48.146798, -1.706106;
1101433606;1101433606;Hors-service;;;;;48.096719, -1.624997;
-92614656;-92614656;En ligne;0052;52;1;Montgermont | La Chapelle;48.155722, -1.720764;163
902221106;902221106;Hors-service;;;;;48.146795, -1.706186;
1466247610;1466247610;En ligne;0051;51;0;Rennes;48.177132, -1.636898;2
272199348;272199348;Hors-service;;;;;48.146641, -1.70531;
1267035110;1267035110;Hors-service;;;;;48.146875, -1.705547;
1831061614;1831061614;Hors-service;;;;;48.109918, -1.642587;
454606350;454606350;En ligne;0075;75;0;Rennes;48.048073, -1.586945;-61
1449442112;1449442112;Hors-service;;;;;48.096637, -1.625945;
-2099091678;-2099091678;Hors-service;;;;;48.096876, -1.626275;
637013352;637013352;Hors-service;;;;;48.097198, -1.626357;
-1933490174;-1933490174;Hors-service;;;;;48.096313, -1.625473;
-275021658;-275021658;Hors-service;;;;;48.147359, -1.705146;
1366641360;1366641360;Hors-service;;;;;48.146559, -1.706906;
-1751083172;-1751083172;Hors-service;;;;;48.146795, -1.706186;
819420354;819420354;Hors-service;;;;;48.096474, -1.625958;
1731455364;1731455364;Hors-service;;;;;48.146632, -1.705067;
1298192630;1298192630;Hors-service;;;;;48.147195, -1.705872;
1001827356;1001827356;En ligne;0068;68;0;Rennes;48.221758, -1.802355;0
-2016290926;-2016290926;Hors-service;;;;;48.109912, -1.642276;
2027820638;2027820638;Hors-service;;;;;48.147276, -1.706108;
1549048362;1549048362;Hors-service;;;;;48.146638, -1.705149;
-739441912;-739441912;Hors-service;;;;;48.096556, -1.625951;
-1440365876;-1440365876;Hors-service;;;;;48.079916, -1.734751;
1913862366;1913862366;Hors-service;;;;;48.14656, -1.706192;
-192220906;-192220906;Hors-service;;;;;48.110154, -1.641154;
1295739154;1295739154;Hors-service;;;;;48.079757, -1.735557;
-921848914;-921848914;Hors-service;;;;;48.146794, -1.706429;
1084628108;1084628108;Hors-service;;;;;48.146801, -1.706268;
2025367162;2025367162;Hors-service;;;;;47.95296, -1.508356;
-557034910;-557034910;Hors-service;;;;;48.096637, -1.625945;
1631849114;1631849114;Hors-service;;;;;48.096312, -1.625957;
-2087193132;-2087193132;Hors-service;;;;;48.079757, -1.735557;
172593098;172593098;Hors-service;;;;;48.146795, -1.705957;
1480599632;1480599632;Hors-service;;;;;48.147195, -1.705872;
1757705932;1757705932;Hors-service;;;;;48.079752, -1.734117;
1814256116;1814256116;Hors-service;;;;;48.146795, -1.706186;
-2084739656;-2084739656;Hors-service;;;;;48.147192, -1.705952;
746064672;746064672;Hors-service;;;;;48.174241, -1.735049;
1996663118;1996663118;Hors-service;;;;;48.146798, -1.705877;
2124973412;2124973412;Hors-service;;;;;48.080241, -1.734753;
1293285678;1293285678;Hors-service;;;;;48.079593, -1.735394;
-2115897176;-2115897176;Hors-service;;;;;48.096718, -1.625952;
-1622772878;-1622772878;En ligne;0056;56;1;Rennes;48.052001, -1.797626;0
30788686;30788686;Hors-service;;;;;48.098955, -1.633468;
-1568676170;-1568676170;Hors-service;;;;;48.146793, -1.705795;
-710737868;-710737868;En ligne;0053;53;1;Rennes;48.122599, -1.868362;0
578009692;578009692;En ligne;0067;67;1;Brécé;48.109438, -1.679074;0
933378626;933378626;Hors-service;;;;;48.147195, -1.706114;
18890140;18890140;Hors-service;;;;;48.079357, -1.734754;
760416694;760416694;En ligne;0072;72;1;Rennes;48.08227, -1.696687;231
1663006634;1663006634;Hors-service;;;;;48.147198, -1.705791;
201297142;201297142;Hors-service;;;;;48.052958, -1.720034;
1672451704;1672451704;Hors-service;;;;;48.099112, -1.633146;
-1902332654;-1902332654;Hors-service;;;;;48.147198, -1.706034;
566111146;566111146;En ligne;0053;53;1;Rennes;48.118194, -1.739636;248
-1528073580;-1528073580;En ligne;0080;80;0;Laillé;48.016768, -1.691289;-16
1942566410;1942566410;Hors-service;;;;;48.079676, -1.734433;
748518148;748518148;Hors-service;;;;;48.079673, -1.734514;
-251224566;-251224566;En ligne;0067;67;0;Rennes;48.113572, -1.59052;0
-1987586882;-1987586882;Hors-service;;;;;48.079834, -1.735227;
1113332152;1113332152;Hors-service;;;;;48.080316, -1.734665;
-68817564;-68817564;Hors-service;;;;;48.098877, -1.633394;
-1805179880;-1805179880;En ligne;0053;53;0;La Chapelle-Th;48.110693, -1.699847;135
1842960160;1842960160;Hors-service;;;;;48.079354, -1.734835;
113589438;113589438;Hors-service;;;;;48.099354, -1.632037;
-1075551872;-1075551872;Hors-service;;;;;48.079994, -1.734825;
1575298930;1575298930;Hors-service;;;;;48.079038, -1.733717;
843217446;843217446;En ligne;0067;67;0;Rennes;48.109594, -1.480353;0
-893144870;-893144870;Hors-service;;;;;48.079596, -1.734426;
1658099682;1658099682;Hors-service;;;;;48.016312, -1.796191;
1025624448;1025624448;Hors-service;;;;;48.099514, -1.633706;
-345923864;-345923864;Hors-service;;;;;48.079597, -1.735072;
-334025318;-334025318;En ligne;0072;72;0;Pont-Péan;48.042242, -1.707368;48
2134418482;2134418482;Hors-service;;;;;48.053999, -1.719468;
-163516862;-163516862;Hors-service;;;;;48.079513, -1.734916;
213195688;213195688;Hors-service;;;;;48.099432, -1.633712;
-1430920806;-1430920806;Hors-service;;;;;48.17976, -1.652116;
383704144;383704144;Hors-service;;;;;48.078716, -1.734105;
395602690;395602690;Hors-service;;;;;48.099273, -1.633631;
-1248513804;-1248513804;Hors-service;;;;;48.099357, -1.631956;
1478146156;1478146156;Hors-service;;;;;48.080153, -1.734906;
1307637700;1307637700;Hors-service;;;;;48.099034, -1.633072;
-701292798;-701292798;Hors-service;;;;;48.099597, -1.632515;
1660553158;1660553158;Hors-service;;;;;48.07936, -1.734674;
1490044702;1490044702;Hors-service;;;;;48.099432, -1.632111;
2049164254;2049164254;En ligne;0059;59;1;Rennes;48.086613, -1.686121;213
-1904786130;-1904786130;Hors-service;;;;;48.079674, -1.734271;
-2075294586;-2075294586;Hors-service;;;;;48.099036, -1.633476;
-1333768032;-1333768032;En ligne;0074;74;1;Rennes;47.9971, -1.668593;-3
1110878676;1110878676;Hors-service;;;;;48.079678, -1.733949;
-980852574;-980852574;Hors-service;;;;;48.099439, -1.633551;
-1151361030;-1151361030;Hors-service;;;;;48.052077, -1.716835;
1475692680;1475692680;Hors-service;;;;;48.079999, -1.73539;
-616038570;-616038570;Hors-service;;;;;48.099272, -1.632514;
-421733022;-421733022;Hors-service;;;;;48.05216, -1.717233;
-151618316;-151618316;Hors-service;;;;;48.099433, -1.631869;
478403442;478403442;Hors-service;;;;;48.09928, -1.633228;
-239326020;-239326020;Hors-service;;;;;48.051999, -1.716748;
1125230698;1125230698;Hors-service;;;;;48.098959, -1.632675;
1208031450;1208031450;Hors-service;;;;;48.099198, -1.632117;
-56919018;-56919018;Hors-service;;;;;48.051992, -1.716909;
-1710480582;-1710480582;En ligne;0072;72;1;Rennes;47.99992, -1.696915;0
-1978141812;-1978141812;Hors-service;;;;;48.099198, -1.633476;
1499489772;1499489772;Hors-service;;;;;48.05256, -1.717147;
-1163259576;-1163259576;Hors-service;;;;;48.116234, -1.577951;
-883699800;-883699800;Hors-service;;;;;48.099039, -1.633395;
-1701035512;-1701035512;Hors-service;;;;;48.06032, -1.614673;
-798445572;-798445572;Hors-service;;;;;48.098956, -1.632998;
-518885796;-518885796;Hors-service;;;;;48.098315, -1.428995;
-1518628510;-1518628510;Hors-service;;;;;48.052714, -1.718035;
-433631568;-433631568;Hors-service;;;;;48.099758, -1.633229;
-1880989038;-1880989038;Hors-service;;;;;48.0524, -1.717308;
-1153814506;-1153814506;Hors-service;;;;;48.05264, -1.717625;
295996440;295996440;Hors-service;;;;;48.099112, -1.632917;
-786547026;-786547026;Hors-service;;;;;48.0656, -1.712757;
-606593500;-606593500;Hors-service;;;;;48.052638, -1.608517;
-1795734810;-1795734810;Hors-service;;;;;48.098955, -1.633468;
-604140024;-604140024;En ligne;0061;61;0;Saint-Erblon;48.018384, -1.659292;101
-227427474;-227427474;Hors-service;;;;;48.146958, -1.705945;
-1613327808;-1613327808;Hors-service;;;;;48.099033, -1.631955;
490301988;490301988;En ligne;0061;61;1;Rennes;48.092365, -1.641946;252
137386530;137386530;Hors-service;;;;;48.14696, -1.706107;
1684350250;1684350250;Hors-service;;;;;48.052395, -1.716756;
672708990;672708990;Hors-service;;;;;48.05248, -1.717557;
319793532;319793532;En ligne;0077;77;0;Pacé;48.1309, -1.755872;53
1866757252;1866757252;Hors-service;;;;;48.052318, -1.716669;
1134675768;1134675768;Hors-service;;;;;48.052476, -1.716992;
867014538;867014538;Hors-service;;;;;48.096713, -1.625387;
-2063396040;-2063396040;En ligne;0059;59;1;Rennes;48.021588, -1.752429;-14
1681896774;1681896774;Hors-service;;;;;48.106158, -1.674746;
1414235544;1414235544;Hors-service;;;;;48.096876, -1.626275;
-1698582036;-1698582036;Hors-service;;;;;48.052555, -1.716596;
2046710778;2046710778;Hors-service;;;;;48.052717, -1.716597;
1961456550;1961456550;Hors-service;;;;;48.147193, -1.70571;
-1516175034;-1516175034;Hors-service;;;;;48.052393, -1.716595;
-424186498;-424186498;Hors-service;;;;;48.049913, -1.599151;
-1421475736;-1421475736;En ligne;0077;77;1;Rennes;48.160491, -1.768011;0
-968954028;-968954028;Hors-service;;;;;48.05208, -1.716755;
1049421540;1049421540;Hors-service;;;;;48.097195, -1.624352;
-1056661732;-1056661732;En ligne;0076;76;1;Rennes;48.073813, -1.853577;-1300
125487984;125487984;Hors-service;;;;;48.052152, -1.716748;
1231828542;1231828542;Hors-service;;;;;48.096397, -1.625157;
-327033724;-327033724;Hors-service;;;;;48.096153, -1.625876;
307894986;307894986;En ligne;0059;59;0;Bruz;48.033506, -1.730973;17
-144626722;-144626722;Hors-service;;;;;48.096394, -1.625238;
220187282;220187282;En ligne;0054;54;1;Rennes;48.103912, -1.878996;0
855115992;855115992;En ligne;0074;74;0;Orgères | Bourgbarré;48.014549, -1.663926;32
37780280;37780280;En ligne;0062;62;0;Vern-sur-Seiche;48.087678, -1.643552;0
767408288;767408288;En ligne;0062;62;1;Rennes;48.038477, -1.602511;0
769861764;769861764;Hors-service;;;;;48.052561, -1.716906;
402594284;402594284;En ligne;0055;55;1;Rennes;48.07353, -1.853457;-1307
949815290;949815290;En ligne;0073;73;1;Rennes | La Poterie;48.084973, -1.64357;312
952268766;952268766;Hors-service;;;;;48.052476, -1.716992;
585001286;585001286;En ligne;0054;54;0;Le Rheu;48.100003, -1.786212;111
2044257302;2044257302;Hors-service;;;;;48.096792, -1.624748;
1317082770;1317082770;Hors-service;;;;;48.052557, -1.716986;
1132222292;1132222292;En ligne;0055;55;1;Rennes;48.107438, -1.717001;884
-2068302992;-2068302992;En ligne;0055;55;1;Rennes;48.088405, -1.797837;-203
1864303776;1864303776;Hors-service;;;;;48.053836, -1.721067;
-1885895990;-1885895990;Hors-service;;;;;48.096159, -1.625715;
-1336221508;-1336221508;Hors-service;;;;;48.052637, -1.717477;
1608541092;1608541092;Hors-service;;;;;48.110316, -1.641626;
-971407504;-971407504;Hors-service;;;;;48.052394, -1.717469;
-789000502;-789000502;Hors-service;;;;;48.052637, -1.717477;
-241779496;-241779496;Hors-service;;;;;48.052876, -1.716907;
-45020472;-45020472;Hors-service;;;;;48.146956, -1.706672;
502200534;502200534;Hors-service;;;;;48.097038, -1.624917;
684607536;684607536;Hors-service;;;;;48.110239, -1.642669;
1596642546;1596642546;Hors-service;;;;;48.147592, -1.705867;
1779049548;1779049548;Hors-service;;;;;48.096792, -1.624748;
-509440726;-509440726;Hors-service;;;;;48.14664, -1.705553;
1314629294;1314629294;Hors-service;;;;;48.096159, -1.625715;
1679443298;1679443298;Hors-service;;;;;48.096156, -1.625795;
1861850300;1861850300;Hors-service;;;;;48.096719, -1.625226;
1426134090;1426134090;Hors-service;;;;;48.110317, -1.642756;
2024-07-22 11:15:02.688143
Bus (ID);Bus (numéro);Etat;Ligne (ID);Ligne (nom court);Code du sens;Destination;Coordonnées;Avance / Retard
778817764;778817764;Hors-service;;;;;48.110794, -1.643229;
961224766;961224766;Hors-service;;;;;48.109915, -1.642667;
15578760;15578760;Hors-service;;;;;48.063915, -1.701471;
1690852774;1690852774;Hors-service;;;;;48.110476, -1.642838;
1508445772;1508445772;Hors-service;;;;;48.111354, -1.644113;
1292427774;1292427774;Hors-service;;;;;48.063753, -1.701228;
-1874486514;-1874486514;Hors-service;;;;;48.110077, -1.642668;
-349235244;-349235244;Hors-service;;;;;48.064713, -1.703156;
1839648780;1839648780;En ligne;0010;10;1;Beaulieu Chimie;48.105181, -1.701092;20
380392764;380392764;Hors-service;;;;;48.064559, -1.70251;
197985762;197985762;Hors-service;;;;;48.064801, -1.702989;
-1908097510;-1908097510;En ligne;0013;13;0;Porte de Ker Lann;48.093611, -1.669707;-3
562799766;562799766;Hors-service;;;;;48.063837, -1.701397;
1657241778;1657241778;Hors-service;;;;;48.109676, -1.642996;
-1178469502;-1178469502;Hors-service;;;;;48.110641, -1.643229;
745206768;745206768;Hors-service;;;;;48.064314, -1.702986;
-2090504512;-2090504512;Hors-service;;;;;48.109674, -1.642834;
-996062500;-996062500;En ligne;0011;11;0;Roazhon Park;48.10988, -1.683367;225
927613770;927613770;Hors-service;;;;;48.064957, -1.702909;
-1360876504;-1360876504;Hors-service;;;;;48.109835, -1.643077;
-813655498;-813655498;Hors-service;;;;;48.109755, -1.642357;
1110020772;1110020772;Hors-service;;;;;48.064392, -1.703073;
-448841494;-448841494;En ligne;0011;11;1;La Poterie;48.109662, -1.698355;138
-631248496;-631248496;En ligne;0013;13;1;Chantepie;48.089729, -1.691174;49
1474834776;1474834776;Hors-service;;;;;48.109676, -1.642996;
-266434492;-266434492;En ligne;0011;11;1;La Poterie;48.106577, -1.739805;-99
98379512;98379512;Hors-service;;;;;48.110312, -1.642191;
2022055782;2022055782;En ligne;0012;12;0;La Poterie;48.126182, -1.710624;27
